topic_id,topic_word,prob
0,soviet,0.018507802858948708
0,japanese,0.014961442910134792
0,mr.,0.011261285282671452
0,government,0.010798696428537369
0,state,0.010336421430110931
0,united,0.009565516375005245
0,japan,0.009411053732037544
0,president,0.00925686676055193
0,war,0.008948897011578083
0,union,0.007560952100902796
0,molotov,0.007560892030596733
0,china,0.0072525315918028355
0,surrender,0.006789949256926775
0,stalin,0.006481610704213381
0,general,0.006173225119709969
0,commission,0.006019026041030884
0,peace,0.005094202235341072
0,said,0.005093986168503761
0,representative,0.00493981596082449
0,council,0.004939793609082699
0,nation,0.004477589391171932
0,moscow,0.004477266222238541
0,agreement,0.004323162138462067
0,made,0.004323096945881844
0,declaration,0.004168911371380091
0,proposal,0.004168903920799494
0,trusteeship,0.0040147267282009125
0,treaty,0.004014726262539625
0,policy,0.0038606380112469196
0,foreign,0.0037064403295516968
1,state,0.021899372339248657
1,united,0.021899282932281494
1,american,0.018252143636345863
1,britain,0.01784643717110157
1,war,0.011768978089094162
1,world,0.011363004334270954
1,policy,0.01055235043168068
1,british,0.010552153922617435
1,foreign,0.006905234884470701
1,industry,0.00690506724640727
1,country,0.006500081159174442
1,percent,0.006499788258224726
1,economic,0.006094844546169043
1,century,0.006094673648476601
1,tariff,0.006094614043831825
1,export,0.0060945721343159676
1,empire,0.005689351353794336
1,market,0.0052841235883533955
1,time,0.004473995883017778
1,system,0.004473853390663862
1,good,0.004473792854696512
1,output,0.004473723005503416
1,england,0.0044736918061971664
1,industrial,0.0044736843556165695
1,year,0.004068803507834673
1,far,0.004068572074174881
1,capital,0.004068393725901842
1,labor,0.0040683685801923275
1,power,0.0036632923875004053
1,position,0.003663246752694249
2,war,0.013439269736409187
2,nation,0.012744246982038021
2,world,0.009965997189283371
2,freedom,0.00788163673132658
2,cost,0.006955784745514393
2,liberalism,0.006955358665436506
2,peace,0.006724031642079353
2,europe,0.0064928000792860985
2,program,0.006261161062866449
2,free,0.006029317155480385
2,united,0.005797939840704203
2,men,0.00556624261662364
2,time,0.005334830842912197
2,people,0.005334803368896246
2,year,0.004871789366006851
2,state,0.00487177399918437
2,liberal,0.004871498327702284
2,government,0.004640324041247368
2,military,0.004408688750118017
2,economic,0.004408678505569696
2,force,0.004177049268037081
2,many,0.003945535514503717
2,social,0.003945452626794577
2,right,0.003945393953472376
2,even,0.0037140396889299154
2,budget,0.003713920945301652
2,country,0.003482583211734891
2,action,0.003482305444777012
2,human,0.003250775160267949
2,congress,0.0030193175189197063
3,war,0.00025200078380294144
3,american,0.0002458523667883128
3,russia,0.0002457214577589184
3,state,0.0002456972433719784
3,united,0.00024531540111638606
3,government,0.0002443010453134775
3,world,0.0002441253891447559
3,soviet,0.0002440730604575947
3,russian,0.00024398448294959962
3,european,0.00024369885795749724
3,many,0.00024350080639123917
3,even,0.00024349703744519502
3,japanese,0.00024347123689949512
3,people,0.00024333116016350687
3,country,0.00024318155192304403
3,military,0.0002431639877613634
3,power,0.0002430269814794883
3,program,0.00024302156816702336
3,nation,0.0002429958840366453
3,force,0.00024296145420521498
3,europe,0.00024279285571537912
3,cost,0.00024277792545035481
3,time,0.00024275490432046354
3,year,0.00024273779126815498
3,great,0.00024273643794003874
3,far,0.00024269700224976987
3,plan,0.00024269033747259527
3,made,0.00024259673955384642
3,japan,0.00024258617486339062
3,mr.,0.00024256865435745567
4,war,0.02030441164970398
4,american,0.01490672118961811
4,russia,0.012531343847513199
4,european,0.010804103687405586
4,russian,0.009940508753061295
4,europe,0.00886081624776125
4,world,0.008429278619587421
4,state,0.007997652515769005
4,united,0.006702217273414135
4,country,0.0062700058333575726
4,program,0.006269972305744886
4,erp,0.006269924808293581
4,plan,0.006269886624068022
4,economic,0.00562236038967967
4,year,0.005190454889088869
4,even,0.0051903692074120045
4,military,0.004758559633046389
4,recovery,0.004542612005025148
4,mean,0.004326753318309784
4,soviet,0.003895144909620285
4,government,0.0038950645830482244
4,atomic,0.00389490625821054
4,power,0.003679116955026984
4,western,0.0036789439618587494
4,far,0.003247341141104698
4,force,0.003247239161282778
4,many,0.0032472305465489626
4,political,0.0032472219318151474
4,bomb,0.003247183049097657
4,marshall,0.0032471823506057262
